gene,n_both,n_inv,rate,decile,p_expected,enrichment_vs_decile,p_ora_pooled,p_ora_indeg_matched,p_ora_fisher,q_ora_pooled,q_ora_indeg_matched,q_ora_fisher
CD109,12,4,0.3333333333333333,4,0.05779153766769866,5.767857142857142,0.002664690583013703,0.0037915291378302703,0.002661996874441271,0.12065018749221897,0.15891118406730517,0.12052822344641755
GNG2,25,5,0.2,8,0.04436457903729453,4.508100929614874,0.008731186054339365,0.004334605505346429,0.008719951439415665,0.2835578381940685,0.17925038633109266,0.28319297789892867
GNPTAB,25,5,0.2,8,0.04436457903729453,4.508100929614874,0.008731186054339365,0.004334605505346429,0.008719951439415665,0.2835578381940685,0.17925038633109266,0.28319297789892867
PFKP,15,4,0.26666666666666666,6,0.047474198804997286,5.617086193745232,0.006475858003491926,0.004545497790131919,0.006469948438637142,0.21954780999223342,0.18272812443268865,0.21943329861495087
EIF4EBP1,15,4,0.26666666666666666,6,0.047474198804997286,5.617086193745232,0.006475858003491926,0.004545497790131919,0.006469948438637142,0.21954780999223342,0.18272812443268865,0.21943329861495087
VCL,15,4,0.26666666666666666,6,0.047474198804997286,5.617086193745232,0.006475858003491926,0.004545497790131919,0.006469948438637142,0.21954780999223342,0.18272812443268865,0.21943329861495087
TEX30,13,4,0.3076923076923077,5,0.05614230127848805,5.48057882711348,0.003689928245380424,0.004713283880256358,0.0036863211306844114,0.15570493133397803,0.18272812443268865,0.15555272090908437
SLAMF6,13,4,0.3076923076923077,5,0.05614230127848805,5.48057882711348,0.003689928245380424,0.004713283880256358,0.0036863211306844114,0.15570493133397803,0.18272812443268865,0.15555272090908437
OSM,13,4,0.3076923076923077,5,0.05614230127848805,5.48057882711348,0.003689928245380424,0.004713283880256358,0.0036863211306844114,0.15570493133397803,0.18272812443268865,0.15555272090908437
GPRIN3,13,4,0.3076923076923077,5,0.05614230127848805,5.48057882711348,0.003689928245380424,0.004713283880256358,0.0036863211306844114,0.15570493133397803,0.18272812443268865,0.15555272090908437
LITAF,13,4,0.3076923076923077,5,0.05614230127848805,5.48057882711348,0.003689928245380424,0.004713283880256358,0.0036863211306844114,0.15570493133397803,0.18272812443268865,0.15555272090908437
PXK,13,4,0.3076923076923077,5,0.05614230127848805,5.48057882711348,0.003689928245380424,0.004713283880256358,0.0036863211306844114,0.15570493133397803,0.18272812443268865,0.15555272090908437
PLPP1,13,4,0.3076923076923077,5,0.05614230127848805,5.48057882711348,0.003689928245380424,0.004713283880256358,0.0036863211306844114,0.15570493133397803,0.18272812443268865,0.15555272090908437
NSMCE1,26,5,0.19230769230769232,8,0.04436719302380391,4.33445704362039,0.010350994224878656,0.005174208972136561,0.010338066103187852,0.3157314390350921,0.19935166617492603,0.31546314691703864
SNRPB2,16,4,0.25,6,0.0474793568013907,5.265446224256293,0.008279787846466019,0.005837066045357888,0.008272494370917885,0.27174351328904084,0.22350197950219122,0.2715041406497547
CLSTN3,14,4,0.2857142857142857,5,0.0561501042390549,5.088401697312588,0.004952831345319108,0.006310767702451013,0.004948152014902813,0.18619644142432987,0.22602954695506397,0.18602052696025548
SPTAN1,14,4,0.2857142857142857,5,0.0561501042390549,5.088401697312588,0.004952831345319108,0.006310767702451013,0.004948152014902813,0.18619644142432987,0.22602954695506397,0.18602052696025548
PKM,14,4,0.2857142857142857,5,0.0561501042390549,5.088401697312588,0.004952831345319108,0.006310767702451013,0.004948152014902813,0.18619644142432987,0.22602954695506397,0.18602052696025548
CCNB2,14,4,0.2857142857142857,5,0.0561501042390549,5.088401697312588,0.004952831345319108,0.006310767702451013,0.004948152014902813,0.18619644142432987,0.22602954695506397,0.18602052696025548
ZFAND3,7,3,0.42857142857142855,1,0.062033462033462036,6.9087136929460575,0.004304090473817512,0.0069119344586117135,0.004301740361152067,0.17005269559929956,0.22602954695506397,0.16995984369570874
RNF114,7,3,0.42857142857142855,1,0.062033462033462036,6.9087136929460575,0.004304090473817512,0.0069119344586117135,0.004301740361152067,0.17005269559929956,0.22602954695506397,0.16995984369570874
IFNG,7,3,0.42857142857142855,1,0.062033462033462036,6.9087136929460575,0.004304090473817512,0.0069119344586117135,0.004301740361152067,0.17005269559929956,0.22602954695506397,0.16995984369570874
PHF6,7,3,0.42857142857142855,1,0.062033462033462036,6.9087136929460575,0.004304090473817512,0.0069119344586117135,0.004301740361152067,0.17005269559929956,0.22602954695506397,0.16995984369570874
SFPQ,7,3,0.42857142857142855,1,0.062033462033462036,6.9087136929460575,0.004304090473817512,0.0069119344586117135,0.004301740361152067,0.17005269559929956,0.22602954695506397,0.16995984369570874
GBA1,7,3,0.42857142857142855,1,0.062033462033462036,6.9087136929460575,0.004304090473817512,0.0069119344586117135,0.004301740361152067,0.17005269559929956,0.22602954695506397,0.16995984369570874
B3GNT2,7,3,0.42857142857142855,1,0.062033462033462036,6.9087136929460575,0.004304090473817512,0.0069119344586117135,0.004301740361152067,0.17005269559929956,0.22602954695506397,0.16995984369570874
KLF9,7,3,0.42857142857142855,1,0.062033462033462036,6.9087136929460575,0.004304090473817512,0.0069119344586117135,0.004301740361152067,0.17005269559929956,0.22602954695506397,0.16995984369570874
CCR1,7,3,0.42857142857142855,1,0.062033462033462036,6.9087136929460575,0.004304090473817512,0.0069119344586117135,0.004301740361152067,0.17005269559929956,0.22602954695506397,0.16995984369570874
INSIG2,7,3,0.42857142857142855,1,0.062033462033462036,6.9087136929460575,0.004304090473817512,0.0069119344586117135,0.004301740361152067,0.17005269559929956,0.22602954695506397,0.16995984369570874
RAB8B,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
NCAPD3,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
MKRN1,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
LYSMD3,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
UBE2H,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
TTLL12,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
ENTREP3,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
MIER1,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
E2F4,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
TPR,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
CDK2,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
RXRA,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
ATP6V1G1,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
AHR,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
PELO,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
PAN2,8,3,0.375,2,0.05397338639472703,6.94786866359447,0.006618642667829703,0.0071699647304218,0.006615190527324812,0.21954780999223342,0.22602954695506397,0.21943329861495087
CRIM1,17,4,0.23529411764705882,6,0.04748451591872216,4.955175662942522,0.010383558530252909,0.007351938579342788,0.010374735123500869,0.3157314390350921,0.22602954695506397,0.31546314691703864
SH3BP1,17,4,0.23529411764705882,6,0.04748451591872216,4.955175662942522,0.010383558530252909,0.007351938579342788,0.010374735123500869,0.3157314390350921,0.22602954695506397,0.31546314691703864
HSPH1,17,4,0.23529411764705882,6,0.04748451591872216,4.955175662942522,0.010383558530252909,0.007351938579342788,0.010374735123500869,0.3157314390350921,0.22602954695506397,0.31546314691703864
SNX10,17,4,0.23529411764705882,6,0.04748451591872216,4.955175662942522,0.010383558530252909,0.007351938579342788,0.010374735123500869,0.3157314390350921,0.22602954695506397,0.31546314691703864
GPR65,17,4,0.23529411764705882,6,0.04748451591872216,4.955175662942522,0.010383558530252909,0.007351938579342788,0.010374735123500869,0.3157314390350921,0.22602954695506397,0.31546314691703864
GLUL,18,4,0.2222222222222222,7,0.044923195826490195,4.9467144563918755,0.012804149505885695,0.007506381859220246,0.012793660824608477,0.35970110779835646,0.22602954695506397,0.359530515658859
BTN3A3,18,4,0.2222222222222222,7,0.044923195826490195,4.9467144563918755,0.012804149505885695,0.007506381859220246,0.012793660824608477,0.35970110779835646,0.22602954695506397,0.359530515658859
HMGCS1,18,4,0.2222222222222222,7,0.044923195826490195,4.9467144563918755,0.012804149505885695,0.007506381859220246,0.012793660824608477,0.35970110779835646,0.22602954695506397,0.359530515658859
DOCK10,18,4,0.2222222222222222,7,0.044923195826490195,4.9467144563918755,0.012804149505885695,0.007506381859220246,0.012793660824608477,0.35970110779835646,0.22602954695506397,0.359530515658859
EIF5,18,4,0.2222222222222222,7,0.044923195826490195,4.9467144563918755,0.012804149505885695,0.007506381859220246,0.012793660824608477,0.35970110779835646,0.22602954695506397,0.359530515658859
DTX3L,18,4,0.2222222222222222,7,0.044923195826490195,4.9467144563918755,0.012804149505885695,0.007506381859220246,0.012793660824608477,0.35970110779835646,0.22602954695506397,0.359530515658859
DDX17,18,4,0.2222222222222222,7,0.044923195826490195,4.9467144563918755,0.012804149505885695,0.007506381859220246,0.012793660824608477,0.35970110779835646,0.22602954695506397,0.359530515658859
CPNE1,18,4,0.2222222222222222,7,0.044923195826490195,4.9467144563918755,0.012804149505885695,0.007506381859220246,0.012793660824608477,0.35970110779835646,0.22602954695506397,0.359530515658859
TESPA1,18,4,0.2222222222222222,7,0.044923195826490195,4.9467144563918755,0.012804149505885695,0.007506381859220246,0.012793660824608477,0.35970110779835646,0.22602954695506397,0.359530515658859
ARHGDIB,40,6,0.15,8,0.04434485198726265,3.382579787234042,0.01720839555131174,0.007972143446830891,0.017182496089702404,0.4496499802987906,0.2388947140130049,0.4494470192293363
SYTL3,29,5,0.1724137931034483,8,0.04437503683186988,3.8853780281174157,0.016413102603846094,0.008374130897567665,0.01639440682684237,0.4445872290465385,0.24973429787313572,0.44408081024848567
RASSF2,19,4,0.21052631578947367,7,0.04492753623188406,4.685908319185059,0.01555650661279525,0.009177256285570921,0.015544230683670534,0.4232325022770567,0.271078670187602,0.4228985216263523
TNFAIP3,19,4,0.21052631578947367,7,0.04492753623188406,4.685908319185059,0.01555650661279525,0.009177256285570921,0.015544230683670534,0.4232325022770567,0.271078670187602,0.4228985216263523
FAM136A,9,3,0.3333333333333333,2,0.05398009950248756,6.175115207373271,0.009542847837665323,0.01032935362372528,0.00953809874029295,0.29896103604564644,0.29526719137312396,0.2988122549799857
INPP5D,9,3,0.3333333333333333,2,0.05398009950248756,6.175115207373271,0.009542847837665323,0.01032935362372528,0.00953809874029295,0.29896103604564644,0.29526719137312396,0.2988122549799857
PRPSAP2,9,3,0.3333333333333333,2,0.05398009950248756,6.175115207373271,0.009542847837665323,0.01032935362372528,0.00953809874029295,0.29896103604564644,0.29526719137312396,0.2988122549799857
ZC3HAV1L,9,3,0.3333333333333333,2,0.05398009950248756,6.175115207373271,0.009542847837665323,0.01032935362372528,0.00953809874029295,0.29896103604564644,0.29526719137312396,0.2988122549799857
FBXL5,9,3,0.3333333333333333,2,0.05398009950248756,6.175115207373271,0.009542847837665323,0.01032935362372528,0.00953809874029295,0.29896103604564644,0.29526719137312396,0.2988122549799857
ENDOG,9,3,0.3333333333333333,2,0.05398009950248756,6.175115207373271,0.009542847837665323,0.01032935362372528,0.00953809874029295,0.29896103604564644,0.29526719137312396,0.2988122549799857
RGCC,9,3,0.3333333333333333,2,0.05398009950248756,6.175115207373271,0.009542847837665323,0.01032935362372528,0.00953809874029295,0.29896103604564644,0.29526719137312396,0.2988122549799857
ERI1,20,4,0.2,7,0.044931877476084646,4.451182795698925,0.018653501758731143,0.011073062530942937,0.01863933231977313,0.4821152975392054,0.3150743434836653,0.4817490765814697
TCF19,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
MEX3C,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
IRF1,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
RNF19A,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
COX6A1,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
MED8,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
NIBAN1,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
DDX1,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
CHIC2,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
CEBPG,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
HCFC1R1,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
LRRC45,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
ZBTB32,10,3,0.3,3,0.05142857142857143,5.833333333333333,0.013105344246723933,0.012422424398586141,0.013099128895518642,0.35970110779835646,0.3335770499758867,0.359530515658859
B3GALNT1,21,4,0.19047619047619047,7,0.04493621955933514,4.238812083973373,0.022105922556609973,0.013204082941724024,0.02208977103574446,0.5319643571161004,0.34853160207452816,0.5317361438495316
CALU,21,4,0.19047619047619047,7,0.04493621955933514,4.238812083973373,0.022105922556609973,0.013204082941724024,0.02208977103574446,0.5319643571161004,0.34853160207452816,0.5317361438495316
LY6E,21,4,0.19047619047619047,7,0.04493621955933514,4.238812083973373,0.022105922556609973,0.013204082941724024,0.02208977103574446,0.5319643571161004,0.34853160207452816,0.5317361438495316
ARL6IP5,21,4,0.19047619047619047,7,0.04493621955933514,4.238812083973373,0.022105922556609973,0.013204082941724024,0.02208977103574446,0.5319643571161004,0.34853160207452816,0.5317361438495316
ATP8B2,22,4,0.18181818181818182,7,0.044940562481878804,4.04574780058651,0.0259224873440697,0.015579517385132554,0.02590428447310218,0.5622279335498753,0.40435040309613907,0.5618331349183665
APOL6,22,4,0.18181818181818182,7,0.044940562481878804,4.04574780058651,0.0259224873440697,0.015579517385132554,0.02590428447310218,0.5622279335498753,0.40435040309613907,0.5618331349183665
