gene,n_both,n_inv,rate,decile,p_expected,enrichment_vs_decile,odds_ratio,p_enrichment,q_enrichment,sig_enriched,p_two_sided,q_two_sided,sig_two_sided,direction,shown_in_fig2a,label_rank_fig2a,label_rank_fig2a_two_sided
SFXN1,9,1,0.1111111111111111,0,0.06388206388206388,1.7393162393162391,1.8317307692307692,0.456674013512834,1.0,False,0.456674013512834,0.9707153287870947,False,up,True,0,0
LTB4R,60,3,0.05,6,0.041363636363636366,1.2087912087912087,1.2197802197802199,0.4567591435891967,1.0,False,0.7378154195135127,1.0,False,up,True,0,0
TRIP12,290,12,0.041379310344827586,8,0.03994559381487579,1.035891731553578,1.0374410149299915,0.4932217583260887,1.0,False,0.8790946494726476,1.0,False,up,True,0,0
EXOC7,21,1,0.047619047619047616,3,0.03363700070077085,1.415674603174603,1.4364583333333334,0.5171583251042433,1.0,False,0.5171583251042433,1.0,False,up,True,0,0
LEO1,952,59,0.06197478991596639,9,0.06201026464189917,0.9994279217136447,0.999390124827984,0.5212727801036872,1.0,False,1.0,1.0,False,down,True,0,0
GGA3,55,2,0.03636363636363636,5,0.031797070382279385,1.1436159346271706,1.1490354038583845,0.5291193856765308,1.0,False,0.6944830859879487,1.0,False,up,True,0,0
ARIH1,67,3,0.04477611940298507,6,0.04142954700660141,1.0807774315237002,1.0845638736263736,0.5308912685010967,1.0,False,0.7567857289435026,1.0,False,up,True,0,0
NKAPD1,118,5,0.0423728813559322,7,0.040884978651830765,1.0363924050632911,1.0380026884731712,0.5328946780607253,1.0,False,0.815252643645223,1.0,False,up,True,0,0
ALKBH2,22,1,0.045454545454545456,3,0.033660589060308554,1.3503787878787878,1.367063492063492,0.5337380322310069,1.0,False,0.5337380322310069,1.0,False,up,True,0,0
MBD3,22,1,0.045454545454545456,3,0.033660589060308554,1.3503787878787878,1.367063492063492,0.5337380322310069,1.0,False,0.5337380322310069,1.0,False,up,True,0,0
CSDE1,248,10,0.04032258064516129,8,0.03996859610306188,1.0088565668202765,1.0092286914765907,0.5345775483298817,1.0,False,0.8707930819192647,1.0,False,up,True,0,0
CCDC93,23,1,0.043478260869565216,3,0.03368421052631579,1.2907608695652173,1.3039772727272727,0.5497596566494364,1.0,False,0.5497596566494364,1.0,False,up,True,0,0
KIF20A,23,1,0.043478260869565216,3,0.03368421052631579,1.2907608695652173,1.3039772727272727,0.5497596566494364,1.0,False,0.5497596566494364,1.0,False,up,True,0,0
PPP1R15B,23,1,0.043478260869565216,3,0.03368421052631579,1.2907608695652173,1.3039772727272727,0.5497596566494364,1.0,False,0.5497596566494364,1.0,False,up,True,0,0
TMED2,23,1,0.043478260869565216,3,0.03368421052631579,1.2907608695652173,1.3039772727272727,0.5497596566494364,1.0,False,0.5497596566494364,1.0,False,up,True,0,0
ALG8,24,1,0.041666666666666664,3,0.033707865168539325,1.2361111111111112,1.2463768115942029,0.5652416052979822,1.0,False,0.5652416052979822,1.0,False,up,True,0,0
DR1,24,1,0.041666666666666664,3,0.033707865168539325,1.2361111111111112,1.2463768115942029,0.5652416052979822,1.0,False,0.5652416052979822,1.0,False,up,True,0,0
HCCS,254,10,0.03937007874015748,8,0.039985719385933594,0.984603487064117,0.9839724824355972,0.5652962518402989,1.0,False,1.0,1.0,False,down,True,0,0
COX4I1,25,1,0.04,3,0.03373155305692199,1.1858333333333335,1.1935763888888888,0.5802016905089364,1.0,False,0.5802016905089364,1.0,False,up,True,0,0
ICOS,25,1,0.04,3,0.03373155305692199,1.1858333333333335,1.1935763888888888,0.5802016905089364,1.0,False,0.5802016905089364,1.0,False,up,True,0,0
PDPK1,25,1,0.04,3,0.03373155305692199,1.1858333333333335,1.1935763888888888,0.5802016905089364,1.0,False,0.5802016905089364,1.0,False,up,True,0,0
TNRC6A,25,1,0.04,3,0.03373155305692199,1.1858333333333335,1.1935763888888888,0.5802016905089364,1.0,False,0.5802016905089364,1.0,False,up,True,0,0
BRAT1,16,1,0.0625,2,0.05273833671399594,1.185096153846154,1.1974358974358974,0.5836678503349646,1.0,False,0.5836678503349646,1.0,False,up,True,0,0
FLI1,16,1,0.0625,2,0.05273833671399594,1.185096153846154,1.1974358974358974,0.5836678503349646,1.0,False,0.5836678503349646,1.0,False,up,True,0,0
ARPC3,29,1,0.034482758620689655,4,0.030100334448160536,1.1455938697318007,1.1507936507936507,0.5910295275456416,1.0,False,0.5910295275456416,1.0,False,up,True,0,0
PPP1R7,29,1,0.034482758620689655,4,0.030100334448160536,1.1455938697318007,1.1507936507936507,0.5910295275456416,1.0,False,0.5910295275456416,1.0,False,up,True,0,0
SH3GL1,29,1,0.034482758620689655,4,0.030100334448160536,1.1455938697318007,1.1507936507936507,0.5910295275456416,1.0,False,0.5910295275456416,1.0,False,up,True,0,0
DEF8,30,1,0.03333333333333333,4,0.03011472275334608,1.1068783068783068,1.1105637657361795,0.603535074720548,1.0,False,0.603535074720548,1.0,False,up,True,0,0
RICTOR,30,1,0.03333333333333333,4,0.03011472275334608,1.1068783068783068,1.1105637657361795,0.603535074720548,1.0,False,0.603535074720548,1.0,False,up,True,0,0
THRAP3,102,4,0.0392156862745098,7,0.04092963202065849,0.9581245747510361,0.9564153737204661,0.6054816970888988,1.0,False,1.0,1.0,False,down,True,0,0
MED15,633,38,0.06003159557661927,9,0.06203583266898838,0.9676922674180366,0.9656289164296087,0.6059636594752651,1.0,False,0.9338207994076405,1.0,False,down,True,0,0
GJC1,17,1,0.058823529411764705,2,0.05279187817258883,1.1142533936651584,1.1213942307692308,0.606046758988359,1.0,False,0.606046758988359,1.0,False,up,True,0,0
ZNF92,17,1,0.058823529411764705,2,0.05279187817258883,1.1142533936651584,1.1213942307692308,0.606046758988359,1.0,False,0.606046758988359,1.0,False,up,True,0,0
MBTPS1,27,1,0.037037037037037035,3,0.03377902885292048,1.0964506172839505,1.1001602564102564,0.6086246591551939,1.0,False,0.6086246591551939,1.0,False,up,True,0,0
NELFCD,31,1,0.03225806451612903,4,0.03012912482065997,1.0706605222734256,1.073015873015873,0.615664020809403,1.0,False,0.615664020809403,1.0,False,up,True,0,0
PPM1D,28,1,0.03571428571428571,3,0.03380281690140845,1.056547619047619,1.058641975308642,0.6221203605636356,1.0,False,1.0,1.0,False,up,True,0,0
LIG1,18,1,0.05555555555555555,2,0.052845528455284556,1.051282051282051,1.0542986425339367,0.627244243022488,1.0,False,1.0,1.0,False,up,True,0,0
MOV10,242,9,0.0371900826446281,8,0.04002282942141685,0.9292217262562427,0.9264878015193592,0.6350978918024055,1.0,False,1.0,1.0,False,down,True,0,0
FAM98B,295,11,0.03728813559322034,8,0.04003150959610427,0.9314696340317152,0.9288152888709718,0.6366549296230797,1.0,False,1.0,1.0,False,down,True,0,0
TBL1XR1,33,1,0.030303030303030304,4,0.03015797032072762,1.0048100048100048,1.0049603174603174,0.6388364500367301,1.0,False,1.0,1.0,False,up,True,0,0
ATP2A2,924,55,0.05952380952380952,9,0.06205804749340369,0.9591634272756722,0.9565788340652717,0.6437744456779642,1.0,False,0.8361822303686286,1.0,False,down,True,0,0
STK11,160,6,0.0375,7,0.04097827500975673,0.9151190476190476,0.9118119975262833,0.6444173390478374,1.0,False,1.0,1.0,False,down,True,0,0
KHDRBS1,19,1,0.05263157894736842,2,0.052899287894201424,0.9949392712550607,0.9946581196581197,0.6473215348109107,1.0,False,1.0,1.0,False,down,True,0,0
HDAC3,34,1,0.029411764705882353,4,0.03017241379310345,0.9747899159663865,0.974025974025974,0.6499012979053989,1.0,False,1.0,1.0,False,down,True,0,0
NAA20,34,1,0.029411764705882353,4,0.03017241379310345,0.9747899159663865,0.974025974025974,0.6499012979053989,1.0,False,1.0,1.0,False,down,True,0,0
TFAP4,34,1,0.029411764705882353,4,0.03017241379310345,0.9747899159663865,0.974025974025974,0.6499012979053989,1.0,False,1.0,1.0,False,down,True,0,0
PRKAR1A,299,11,0.03678929765886288,8,0.04004297994269341,0.9187452510156097,0.915641771019678,0.6541711657929459,1.0,False,0.8820308817933048,1.0,False,down,True,0,0
CPSF6,630,37,0.05873015873015873,9,0.06205290650108037,0.9464529873251982,0.9431119426895024,0.6580260064698306,1.0,False,0.8030641103706095,1.0,False,down,True,0,0
ELP5,35,1,0.02857142857142857,4,0.03018687110685194,0.9464852607709751,0.9449112978524743,0.6606322926056165,1.0,False,1.0,1.0,False,down,True,0,0
ELP1,20,1,0.05,2,0.05295315682281059,0.9442307692307693,0.9412955465587044,0.6663367521608818,1.0,False,1.0,1.0,False,down,True,0,0
L2HGDH,20,1,0.05,2,0.05295315682281059,0.9442307692307693,0.9412955465587044,0.6663367521608818,1.0,False,1.0,1.0,False,down,True,0,0
OTUB1,20,1,0.05,2,0.05295315682281059,0.9442307692307693,0.9412955465587044,0.6663367521608818,1.0,False,1.0,1.0,False,down,True,0,0
VAV1,36,1,0.027777777777777776,4,0.030201342281879196,0.919753086419753,0.9174603174603174,0.6710393521519704,1.0,False,1.0,1.0,False,down,True,0,0
DNAJC24,37,1,0.02702702702702703,4,0.030215827338129497,0.8944658944658945,0.8915343915343915,0.6811321045308169,1.0,False,1.0,1.0,False,down,True,0,0
PTPRC,38,1,0.02631578947368421,4,0.030230326295585412,0.8705096073517126,0.867009867009867,0.6909198960464178,1.0,False,1.0,1.0,False,down,True,0,0
XRCC2,60,2,0.03333333333333333,6,0.04159090909090909,0.8014571948998179,0.7946108912756736,0.718943724075684,1.0,False,1.0,1.0,False,down,True,0,0
BPTF,40,1,0.025,5,0.031982942430703626,0.7816666666666667,0.7760683760683761,0.7288994410513234,1.0,False,1.0,1.0,False,down,True,0,0
PMVK,121,4,0.03305785123966942,7,0.041030287341444475,0.8056938759548452,0.7990509315430451,0.7358298124383664,1.0,False,0.8194339367307298,1.0,False,down,True,0,0
UBXN1,328,18,0.054878048780487805,9,0.06205832690583894,0.8842979099928722,0.8775797241214905,0.7366104273145524,1.0,False,0.7296384804482993,1.0,False,down,True,0,0
RHOF,42,1,0.023809523809523808,5,0.032005689900426744,0.7439153439153439,0.737669376693767,0.7461528160413027,1.0,False,1.0,1.0,False,down,True,0,0
MOSPD2,152,5,0.03289473684210526,7,0.041065627030539315,0.8010284810126581,0.7942607422715922,0.7514714134673746,1.0,False,0.835236045501135,1.0,False,down,True,0,0
KPNA1,44,1,0.022727272727272728,5,0.03202846975088968,0.7095959595959596,0.7028423772609819,0.7623194554541128,1.0,False,1.0,1.0,False,down,True,0,0
TWNK,66,2,0.030303030303030304,6,0.04164770141101502,0.7276039079317768,0.7190915300546448,0.7668454120633703,1.0,False,1.0,1.0,False,down,True,0,0
PSIP1,45,1,0.022222222222222223,5,0.032039871840512636,0.6935802469135803,0.6866161616161616,0.7700165834091575,1.0,False,1.0,1.0,False,down,True,0,0
FNBP4,98,3,0.030612244897959183,6,0.041723979825768,0.7336846826642744,0.7252747252747253,0.7806587757821548,1.0,False,0.7984477327488058,1.0,False,down,True,0,0
LSM12,101,3,0.0297029702970297,7,0.041053446940356314,0.7235195217634971,0.7150558336542164,0.7885005622351569,1.0,False,0.7998459871320711,1.0,False,down,True,0,0
PAXIP1,308,10,0.032467532467532464,8,0.04014049172102358,0.8088474025974025,0.8024328859060402,0.792155119673602,1.0,False,0.6575585376577112,1.0,False,down,True,0,0
ATXN7L3,104,3,0.028846153846153848,7,0.04106935296396746,0.7023766328011611,0.693536334765552,0.8047761966474842,1.0,False,0.8011501876824536,1.0,False,down,True,0,0
GLIPR2,50,1,0.02,5,0.03209700427960057,0.6231111111111112,0.6154195011337869,0.8049556979241317,1.0,False,1.0,1.0,False,down,True,0,0
SRR,50,1,0.02,5,0.03209700427960057,0.6231111111111112,0.6154195011337869,0.8049556979241317,1.0,False,1.0,1.0,False,down,True,0,0
COQ3,72,2,0.027777777777777776,6,0.04170464904284412,0.6660595021250758,0.6565183450429352,0.8075262688744088,1.0,False,0.769282132895441,1.0,False,down,True,0,0
TIPRL,72,2,0.027777777777777776,6,0.04170464904284412,0.6660595021250758,0.6565183450429352,0.8075262688744088,1.0,False,0.769282132895441,1.0,False,down,True,0,0
SEL1L,165,5,0.030303030303030304,7,0.041135121062223376,0.7366705024932874,0.7284414556962026,0.8116450780003326,1.0,False,0.6890428361574181,1.0,False,down,True,0,0
EDC3,52,1,0.019230769230769232,5,0.032119914346895075,0.5987179487179488,0.5908496732026144,0.8174122489208977,1.0,False,1.0,1.0,False,down,True,0,0
HMBS,74,2,0.02702702702702703,6,0.041723666210670314,0.6477625166149756,0.6379781420765027,0.8196214239045638,1.0,False,0.7696010823974676,1.0,False,down,True,0,0
CNOT11,53,1,0.018867924528301886,5,0.03213138164941092,0.5872117400419288,0.5792735042735043,0.8233421152121889,1.0,False,1.0,1.0,False,down,True,0,0
NIPBL,53,1,0.018867924528301886,5,0.03213138164941092,0.5872117400419288,0.5792735042735043,0.8233421152121889,1.0,False,1.0,1.0,False,down,True,0,0
ZNF644,53,1,0.018867924528301886,5,0.03213138164941092,0.5872117400419288,0.5792735042735043,0.8233421152121889,1.0,False,1.0,1.0,False,down,True,0,0
ARPC2,56,1,0.017857142857142856,5,0.032165832737669764,0.5551587301587302,0.547070707070707,0.840012540034541,1.0,False,1.0,1.0,False,down,True,0,0
CLCC1,79,2,0.02531645569620253,6,0.04177128509472723,0.6060731825413295,0.5958413171527925,0.8469424527905368,1.0,False,0.7726299379470318,1.0,False,down,True,0,0
STX16,58,1,0.017241379310344827,5,0.032188841201716736,0.535632183908046,0.5274853801169591,0.8502517296221979,1.0,False,1.0,1.0,False,down,True,0,0
WAC,403,20,0.04962779156327544,9,0.06211374645064306,0.7989824217528203,0.7884854202777717,0.8749312668314451,1.0,False,0.3502240196074452,0.8574929368960067,False,down,True,0,0
UBAP2L,157,4,0.025477707006369428,7,0.041222366710013,0.6180554160220217,0.608069936702336,0.8901912076724031,1.0,False,0.4173372972095669,0.9132930376497066,False,down,True,0,0
SLC31A1,89,2,0.02247191011235955,6,0.041866849691146193,0.5367470989132437,0.5260976069342378,0.890643853908616,1.0,False,0.5870692881375204,1.0,False,down,True,0,0
UBE2I,127,3,0.023622047244094488,7,0.04119170984455959,0.5734660525924825,0.5631466828971394,0.8976836053872028,1.0,False,0.49368467870189836,1.0,False,down,True,0,0
ELOB,631,32,0.05071315372424723,9,0.06215910044474281,0.8158604832019631,0.806023313690215,0.90046635317509,1.0,False,0.2792809342819151,0.7270731495862515,False,down,True,0,0
TSC2,166,4,0.024096385542168676,8,0.040161782445185555,0.599982970752267,0.5901060070671378,0.9031677958721923,1.0,False,0.4219120537676849,0.91340258657776,False,down,True,0,0
IWS1,93,2,0.021505376344086023,6,0.041905198076482714,0.5131911393148834,0.50249204347565,0.9046515448851069,1.0,False,0.5928621613657923,1.0,False,down,True,0,0
MED12,1008,53,0.05257936507936508,9,0.06221056860713455,0.8451838048838388,0.8365919113328896,0.9092352473368028,1.0,False,0.23447047593973913,0.6476737156502141,False,down,True,0,0
DCAKD,60,1,0.016666666666666666,6,0.04181818181818182,0.39855072463768115,0.3883566691230656,0.9226342870660149,1.0,False,0.5178986234582281,1.0,False,down,True,0,0
SOCS4,60,1,0.016666666666666666,6,0.04181818181818182,0.39855072463768115,0.3883566691230656,0.9226342870660149,1.0,False,0.5178986234582281,1.0,False,down,True,0,0
FIGNL1,61,1,0.01639344262295082,6,0.041827688110934305,0.391928011404134,0.38179347826086957,0.9258871636325574,1.0,False,0.5184772128427374,1.0,False,down,True,0,0
ANKRD49,63,1,0.015873015873015872,6,0.04184671366841028,0.37931331953071085,0.3693022440392707,0.9319903972913987,1.0,False,0.520509372726023,1.0,False,down,True,0,0
MRC2,63,1,0.015873015873015872,6,0.04184671366841028,0.37931331953071085,0.3693022440392707,0.9319903972913987,1.0,False,0.520509372726023,1.0,False,down,True,0,0
MYO9A,105,2,0.01904761904761905,7,0.041203823301472486,0.4622779519331244,0.4518367471162918,0.9330180013191811,1.0,False,0.44924015338710904,0.9624346341661328,False,down,True,0,0
PHF23,106,2,0.018867924528301886,7,0.04120914610515437,0.45785769208020344,0.44743187846636123,0.9352869371526036,1.0,False,0.3278705041668163,0.812434140847091,False,down,True,0,0
UQCRB,65,1,0.015384615384615385,6,0.04186575654152446,0.36747491638795987,0.35759171195652173,0.9375935192459509,1.0,False,0.5236381499537777,1.0,False,down,True,0,0
DPH5,144,3,0.020833333333333332,7,0.04128261716214462,0.504651467505241,0.4941121370266292,0.9384565931864352,1.0,False,0.2883901594912244,0.7342949550630442,False,down,True,0,0
CCNQ,66,1,0.015151515151515152,6,0.041875284478834776,0.3618247694334651,0.3520066889632107,0.940220413202606,1.0,False,0.5255875307079514,1.0,False,down,True,0,0
C1D,146,3,0.02054794520547945,7,0.04129333852746397,0.4976092013440165,0.48706953423934557,0.9421139931609211,1.0,False,0.2891955819778278,0.7342949550630442,False,down,True,0,0
PKNOX1,69,1,0.014492753623188406,6,0.04190389432930995,0.3458569628229364,0.33623721227621484,0.9474592230753379,1.0,False,0.3686917627122823,0.892089480758738,False,down,True,0,0
RTRAF,189,4,0.021164021164021163,8,0.040227434257285005,0.5261091480172752,0.5158628593257568,0.9474899015137188,1.0,False,0.25803967585053694,0.6982915789464091,False,down,True,0,0
PDSS2,291,7,0.024054982817869417,8,0.04030641466208477,0.5968028419182948,0.5868648837965627,0.949048100994655,1.0,False,0.22313898133443988,0.631279352703037,False,down,True,0,0
CAND1,194,4,0.020618556701030927,8,0.04024173480270174,0.5123674911660777,0.5021015436116794,0.9542469333026073,1.0,False,0.19729396272963076,0.5741998820951989,False,down,True,0,0
DHX36,1019,51,0.050049067713444556,9,0.0622673434856176,0.803777147245808,0.7934389597556594,0.9556558638709461,1.0,False,0.11504883061851873,0.3677985932208604,False,down,True,0,0
RASA2,78,1,0.01282051282051282,6,0.04198995892286627,0.30532329988851725,0.2963015245623941,0.964347322354249,1.0,False,0.37965418201128054,0.8974966678197704,False,down,True,0,0
INTS14,203,4,0.019704433497536946,8,0.04026750142287991,0.48933836968441574,0.4790738143011879,0.9644305518450725,1.0,False,0.20159670775464775,0.5839679280967965,False,down,True,0,0
INO80C,81,1,0.012345679012345678,6,0.04201872573646951,0.2938137412775094,0.28498641304347827,0.9686758835734854,1.0,False,0.261397993163993,0.6993737916263704,False,down,True,0,0
ZMYM2,81,1,0.012345679012345678,6,0.04201872573646951,0.2938137412775094,0.28498641304347827,0.9686758835734854,1.0,False,0.261397993163993,0.6993737916263704,False,down,True,0,0
DDX6,214,4,0.018691588785046728,8,0.040299038803844785,0.46382219873848285,0.4536092882382635,0.9740154865009718,1.0,False,0.15493760770534182,0.4709187386906202,False,down,True,0,0
PPHLN1,132,2,0.015151515151515152,7,0.04134802333117304,0.36643868148570347,0.3566915842777912,0.9741207450121876,1.0,False,0.17945806548065102,0.5323347423152004,False,down,True,0,0
SMARCB1,493,21,0.04259634888438134,9,0.06220976446471154,0.684721269255795,0.6706940375913283,0.9757962719672439,1.0,False,0.07429956263046456,0.266650663244059,False,down,True,0,0
ACAD11,87,1,0.011494252873563218,6,0.04207637777269609,0.273175912043978,0.26472446916076847,0.9758268059837927,1.0,False,0.2680516958874376,0.7128788636316767,False,down,True,0,0
SMARCE1,783,36,0.04597701149425287,9,0.06227376041754357,0.7383047239475902,0.725692903414944,0.9782461433999046,1.0,False,0.06161649018832635,0.23467515090245286,False,down,True,0,0
SKIC8,443,18,0.040632054176072234,9,0.062207455700434636,0.6531701661572431,0.6384809026062558,0.9809708160411449,1.0,False,0.05998978234550126,0.22989873110046133,False,down,True,0,0
C11orf54,190,3,0.015789473684210527,8,0.04030137181036321,0.39178501810080757,0.38202755849814674,0.9832807710706628,1.0,False,0.09280563761745553,0.30785526026865623,False,down,True,0,0
RO60,100,1,0.01,7,0.04130631212082096,0.24209375,0.23443813131313132,0.9850627957745277,1.0,False,0.19410963084544028,0.5676096788229226,False,down,True,0,0
HOXB2,105,1,0.009523809523809525,7,0.04133298889175924,0.2304166666666667,0.22301682692307692,0.987912067639044,1.0,False,0.132243500303758,0.40797119843709345,False,down,True,0,0
ERCC4,111,1,0.009009009009009009,7,0.04136504653567735,0.2177927927927928,0.2106818181818182,0.9906250017728894,1.0,False,0.09205180085117208,0.3075491334584894,False,down,True,0,0
ATAD5,1817,90,0.04953219592735278,9,0.0624973107869713,0.7925492361773535,0.7817382525386516,0.990894028964598,1.0,False,0.025497963189463256,0.11653513546591725,False,down,True,0,0
TNPO1,289,5,0.01730103806228374,8,0.04044380816034359,0.4277796490798298,0.41770534712700985,0.991189964565083,1.0,False,0.047061828128740296,0.19103386812784715,False,down,True,0,0
DOHH,113,1,0.008849557522123894,7,0.04137574347039048,0.21388274336283186,0.20686383928571428,0.9913869265214632,1.0,False,0.09221489414881773,0.3075491334584894,False,down,True,0,0
MED19,481,18,0.037422037422037424,9,0.062256890710611065,0.6010906904423868,0.5855823371550498,0.9937139644196601,1.0,False,0.022228508661219712,0.10688258426382036,False,down,True,0,0
INSR,123,1,0.008130081300813009,7,0.041429311237700675,0.196239837398374,0.1896516393442623,0.99436431173065,1.0,False,0.0645505958196197,0.24358813566978682,False,down,True,0,0
NUDCD1,124,1,0.008064516129032258,7,0.04143467564417972,0.1946320564516129,0.18808434959349593,0.994598524047385,1.0,False,0.06474627917316862,0.24358813566978682,False,down,True,0,0
GABPB1,233,3,0.012875536480686695,8,0.04042492513902752,0.31850489361218975,0.30961582700713136,0.9959257592593905,1.0,False,0.02736266785563011,0.12323186910163342,False,down,True,0,0
UPF2,131,1,0.007633587786259542,7,0.041472265422498704,0.1840648854961832,0.17778846153846153,0.9959876156592529,1.0,False,0.04498096551843163,0.1850217048324821,False,down,True,0,0
CHD4,192,2,0.010416666666666666,8,0.04037819009028222,0.2579775528169014,0.25016679021497407,0.9965784936876337,1.0,False,0.037847435384877004,0.16015163566317658,False,down,True,0,0
TP53,240,3,0.0125,8,0.040445110207575435,0.30906084656084654,0.30031478132743955,0.996782490126515,1.0,False,0.028365991635020314,0.1259123513583276,False,down,True,0,0
NSD1,749,30,0.04005340453938585,9,0.06235541535226078,0.6423404336754797,0.627417225066668,0.9968993733704132,1.0,False,0.0114539797270971,0.06366761704161181,False,down,True,0,0
BHLHE40,249,3,0.012048192771084338,8,0.040471092077087795,0.2976987314336712,0.28913408181700867,0.9976300873831567,1.0,False,0.02049112963203778,0.09955139356667174,False,down,True,0,0
PTEN,296,4,0.013513513513513514,8,0.04053570149681301,0.33337312577595263,0.3242412507865821,0.9978950296250501,1.0,False,0.015233182989703116,0.08033225559527199,False,down,True,0,0
TAF13,878,35,0.03986332574031891,9,0.06241960312941524,0.6386347195715077,0.6236314161136225,0.9985763658313042,1.0,False,0.004635952810265796,0.029582774502168147,True,down,True,0,0
ZNF613,170,1,0.0058823529411764705,8,0.04038611682873163,0.1456528481339812,0.140597539543058,0.9990674236737437,1.0,False,0.015949880818990358,0.08133121045716571,False,down,True,0,0
EHMT2,362,10,0.027624309392265192,9,0.06226922836222542,0.44362697465226686,0.42782092279579714,0.9991609302815287,1.0,False,0.004185788739626002,0.0277702328209596,True,down,True,0,0
POGLUT3,173,1,0.005780346820809248,8,0.040394718159875054,0.1430965998557453,0.1381146033432787,0.999176101553809,1.0,False,0.016483964309899516,0.08336562278039346,False,down,True,0,0
SENP5,1467,64,0.043626448534423996,9,0.06258541168431841,0.6970705690085789,0.6832519777160264,0.999218121236696,1.0,False,0.002446239661144289,0.01960168663540294,True,down,True,0,0
DENR,632,22,0.03481012658227848,9,0.06237019321543206,0.5581211919937666,0.5421845792460009,0.9992306376559508,1.0,False,0.00273253555613285,0.020560663879682542,True,down,True,0,0
UBR5,350,9,0.025714285714285714,9,0.062274499989572255,0.4129183810161707,0.39742355822774117,0.999494301451564,1.0,False,0.0025150479614270685,0.019894674258980786,True,down,True,0,0
MMAB,185,1,0.005405405405405406,8,0.04042916015347449,0.13370066023844585,0.12899251165278522,0.9994982194665735,1.0,False,0.0075180062353282385,0.04492150087988135,True,down,True,0,0
NFKB2,188,1,0.005319148936170213,8,0.04043777983085779,0.13153909434244476,0.12689491837636158,0.9995567542821319,1.0,False,0.007593043792560468,0.04492150087988135,True,down,True,0,0
KMT5B,189,1,0.005291005291005291,8,0.0404406538734897,0.1308338215192345,0.12621059716561342,0.9995747096555371,1.0,False,0.007644663845036535,0.04492150087988135,True,down,True,0,0
UFM1,498,15,0.030120481927710843,9,0.0623417920127194,0.48315072370016976,0.4670995039393055,0.9996114483378171,1.0,False,0.0019139857431688518,0.015958502750475428,True,down,True,0,0
UBE2L3,456,13,0.02850877192982456,9,0.06232886733691449,0.45739274830268156,0.4414697364018573,0.9996680659740192,1.0,False,0.0016640621384037225,0.0140647443752753,True,down,True,0,0
UFL1,198,1,0.005050505050505051,8,0.04046653865301188,0.12480694466634713,0.12036434032455194,0.999706913627502,1.0,False,0.005265843865433397,0.03216857094032085,True,down,True,0,0
BRPF1,207,1,0.004830917874396135,8,0.04049245658980928,0.11930414406153689,0.11502892145989387,0.9997980703771787,1.0,False,0.0036273899289332263,0.024867773179464453,True,down,True,0,0
KDM1A,1073,41,0.03821062441752097,9,0.0625502900944395,0.6108784525192434,0.5954191662336709,0.99981066165236,1.0,False,0.0006648839502275739,0.006409896832662705,True,down,True,0,0
YTHDF2,471,13,0.027600849256900213,9,0.06234841515430292,0.4426872629976604,0.4268683425150613,0.9998163246259363,1.0,False,0.00099968194717101,0.008687376921190326,True,down,True,0,0
CDK13,211,1,0.004739336492890996,8,0.04050398633257403,0.11700913717422269,0.11280441877981422,0.9998288972776703,1.0,False,0.0037485780533862024,0.025416183065266888,True,down,True,0,0
USP22,592,18,0.030405405405405407,9,0.06240174397887103,0.4872524943485642,0.4711733042758711,0.9998505143389204,1.0,False,0.0007600301955710824,0.007214440471805505,True,down,True,0,0
KIFAP3,430,11,0.02558139534883721,9,0.062336794167415235,0.41037393229004304,0.39489448898500834,0.999863104929509,1.0,False,0.0008226092046867812,0.007575371332712597,True,down,True,0,0
SMG9,221,1,0.004524886877828055,8,0.04053283943581707,0.11163508258514979,0.1075970602332641,0.9998869403614689,1.0,False,0.0025963728077108153,0.02020070395313086,True,down,True,0,0
HAPSTR1,222,1,0.0045045045045045045,8,0.04053572700719527,0.11112430532465681,0.10710224335780007,0.9998915310434722,1.0,False,0.0026305548441425772,0.02020070395313086,True,down,True,0,0
TRAF3,295,2,0.006779661016949152,8,0.040676024061873386,0.1666746240152781,0.1609863961928568,0.9999292636982998,1.0,False,0.000817964432968607,0.007575371332712597,True,down,True,0,0
MYB,423,10,0.02364066193853428,9,0.062348567131757036,0.37916929010695716,0.3641370695284331,0.999936707413457,1.0,False,0.00035191538409471714,0.0036188631997740076,True,down,True,0,0
DCP2,253,1,0.003952569169960474,8,0.04062544623732686,0.09729294164229595,0.09371077077579713,0.999970036744533,1.0,False,0.0008847430618433073,0.00802774219349001,True,down,True,0,0
