"regulator_ensg"	"regulator_symbol"	"paired_donor_set"	"paired_donors"	"case_guide_A"	"case_guide_B"	"cal_guide_A"	"cal_guide_B"	"distance_A"	"distance_B"	"total_score"	"feasible_unordered_pairs"	"feasible_ordered_pairs"	"cal_selection_status"	"target_or_expression_values_used"	"methods_config_sha256"	"amendment_sha256"	"case_support_sha256"	"ntc_support_sha256"
"ENSG00000110717"	"NDUFS8"	"D2,D3,D4"	3	"NDUFS8-1"	"NDUFS8-2"	"NTC-273"	"NTC-138"	0.585851515382836	0.519416975659271	1.10526849104211	11591	23182	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000111530"	"CAND1"	"D1,D2,D3,D4"	4	"CAND1-1"	"CAND1-2"	"NTC-366"	"NTC-444"	0.473528805192651	0.451190382334579	0.924719187527231	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000111642"	"CHD4"	"D1,D2,D4"	3	"CHD4-1"	"CHD4-2"	"NTC-656"	"NTC-768"	0.548378921667006	0.42734529167704	0.975724213344046	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000112237"	"CCNC"	"D1,D2,D4"	3	"CCNC-1"	"CCNC-2"	"NTC-030"	"NTC-203"	0.868505323233556	0.41256746410964	1.2810727873432	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000112282"	"MED23"	"D1,D2,D3,D4"	4	"MED23-1"	"MED23-2"	"NTC-847"	"NTC-444"	0.562291506861272	0.522201301544385	1.08449280840566	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000114030"	"KPNA1"	"D2,D3,D4"	3	"KPNA1-1"	"KPNA1-2"	"NTC-626"	"NTC-575"	0.581777390510828	0.759084038540967	1.34086142905179	11591	23182	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000115685"	"PPP1R7"	"D1,D2,D3,D4"	4	"PPP1R7-1"	"PPP1R7-2"	"NTC-411"	"NTC-447"	0.560817704870814	0.583325375036735	1.14414307990755	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000116747"	"RO60"	"D1,D2,D3,D4"	4	"TROVE2-1"	"TROVE2-2"	"NTC-401"	"NTC-634"	0.576440869316323	0.524417276495641	1.10085814581196	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000116754"	"SRSF11"	"D1,D2,D4"	3	"SRSF11-1"	"SRSF11-2"	"NTC-393"	"NTC-203"	0.566835925932466	0.371252099657858	0.938088025590324	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000117505"	"DR1"	"D1,D2,D3,D4"	4	"DR1-1"	"DR1-2"	"NTC-880"	"NTC-099"	0.582688270282301	0.573152306263886	1.15584057654619	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000118513"	"MYB"	"D1,D3,D4"	3	"MYB-1"	"MYB-2"	"NTC-584"	"NTC-061"	0.704562703627173	0.469300153732138	1.17386285735931	15589	31178	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000119231"	"SENP5"	"D1,D3,D4"	3	"SENP5-1"	"SENP5-2"	"NTC-930"	"NTC-485"	0.34761467793356	0.829847502413577	1.17746218034714	15589	31178	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000119421"	"NDUFA8"	"D1,D2,D3,D4"	4	"NDUFA8-1"	"NDUFA8-2"	"NTC-847"	"NTC-895"	0.553746661160834	0.477261683963011	1.03100834512385	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000119760"	"SUPT7L"	"D1,D2,D3,D4"	4	"SUPT7L-1"	"SUPT7L-2"	"NTC-890"	"NTC-485"	0.608575750228849	0.838621990441028	1.44719774066988	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000120526"	"NUDCD1"	"D1,D2,D3,D4"	4	"NUDCD1-1"	"NUDCD1-2"	"NTC-411"	"NTC-882"	0.548990986455914	0.489329883900916	1.03832087035683	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000120686"	"UFM1"	"D1,D3,D4"	3	"UFM1-1"	"UFM1-2"	"NTC-312"	"NTC-909"	0.54759014540545	0.462021571802805	1.00961171720826	15589	31178	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000121940"	"CLCC1"	"D1,D2,D4"	3	"CLCC1-1"	"CLCC1-2"	"NTC-583"	"NTC-703"	0.52588632530063	0.470060793813952	0.995947119114582	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000122694"	"GLIPR2"	"D1,D2,D3,D4"	4	"GLIPR2-1"	"GLIPR2-2"	"NTC-083"	"NTC-078"	0.506672970214044	0.546829712913216	1.05350268312726	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000122696"	"SLC25A51"	"D1,D2,D4"	3	"SLC25A51-1"	"SLC25A51-2"	"NTC-079"	"NTC-471"	0.457425383334379	0.481898240303967	0.939323623638346	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000123338"	"NCKAP1L"	"D1,D2,D4"	3	"NCKAP1L-1"	"NCKAP1L-2"	"NTC-931"	"NTC-882"	0.421282989481773	0.514652343772821	0.935935333254593	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000124222"	"STX16"	"D1,D2,D4"	3	"STX16-1"	"STX16-2"	"NTC-471"	"NTC-079"	0.476376702795546	0.409611756141376	0.885988458936922	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000124422"	"USP22"	"D1,D2,D4"	3	"USP22-1"	"USP22-2"	"NTC-030"	"NTC-977"	0.53042000528644	0.389389214452479	0.919809219738918	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000126698"	"DNAJC8"	"D2,D3,D4"	3	"DNAJC8-1"	"DNAJC8-2"	"NTC-805"	"NTC-290"	0.620784618924873	0.597142283232119	1.21792690215699	11591	23182	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000127511"	"SIN3B"	"D1,D2,D3,D4"	4	"SIN3B-1"	"SIN3B-2"	"NTC-477"	"NTC-188"	0.513170927957019	0.503648888472763	1.01681981642978	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000130150"	"MOSPD2"	"D1,D2,D4"	3	"MOSPD2-1"	"MOSPD2-2"	"NTC-366"	"NTC-030"	0.481331139730913	0.672753756049863	1.15408489578078	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000130165"	"ELOF1"	"D1,D2,D3,D4"	4	"ELOF1-1"	"ELOF1-2"	"NTC-322"	"NTC-720"	0.502305191355485	0.997488981194954	1.49979417255044	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000130311"	"DDA1"	"D1,D2,D3,D4"	4	"DDA1-1"	"DDA1-2"	"NTC-447"	"NTC-401"	0.630134857299328	0.556999295084353	1.18713415238368	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000131323"	"TRAF3"	"D1,D2,D3,D4"	4	"TRAF3-1"	"TRAF3-2"	"NTC-955"	"NTC-720"	0.491392409777855	1.3359288270275	1.82732123680535	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000134014"	"ELP3"	"D1,D2,D4"	3	"ELP3-1"	"ELP3-2"	"NTC-889"	"NTC-039"	0.505942975274175	0.383297668034544	0.88924064330872	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000134107"	"BHLHE40"	"D1,D2,D4"	3	"BHLHE40-1"	"BHLHE40-2"	"NTC-357"	"NTC-889"	0.574344187591238	0.522811069875041	1.09715525746628	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000134283"	"PPHLN1"	"D1,D2,D4"	3	"PPHLN1-1"	"PPHLN1-2"	"NTC-567"	"NTC-931"	0.553956565644632	0.450162465175043	1.00411903081968	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000134516"	"DOCK2"	"D1,D3,D4"	3	"DOCK2-1"	"DOCK2-2"	"NTC-846"	"NTC-553"	0.479957186059378	0.505955262423154	0.985912448482531	15589	31178	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000136940"	"PDCL"	"D1,D2,D4"	3	"PDCL-1"	"PDCL-2"	"NTC-029"	"NTC-891"	0.489812839599948	0.571275244420598	1.06108808402055	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000140995"	"DEF8"	"D1,D2,D3,D4"	4	"DEF8-1"	"DEF8-2"	"NTC-334"	"NTC-946"	0.487574504519213	0.599883641391867	1.08745814591108	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000141027"	"NCOR1"	"D1,D2,D3,D4"	4	"NCOR1-1"	"NCOR1-2"	"NTC-138"	"NTC-884"	0.52935966618565	0.51622119173951	1.04558085792516	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000141510"	"TP53"	"D1,D2,D3,D4"	4	"TP53-1"	"TP53-2"	"NTC-720"	"NTC-485"	0.696361016886759	0.468638561943631	1.16499957883039	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000143155"	"TIPRL"	"D1,D2,D3,D4"	4	"TIPRL-1"	"TIPRL-2"	"NTC-393"	"NTC-290"	0.571604327119773	0.519152348434443	1.09075667555422	9958	19916	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
"ENSG00000143374"	"TARS2"	"D1,D2,D4"	3	"TARS2-1"	"TARS2-2"	"NTC-792"	"NTC-034"	0.591860279430828	0.500351645016291	1.09221192444712	17174	34348	"FIXED_PREOUTCOME_K1"	FALSE	"171992cf0c2a40eb19a4bb206ba84a5db0ef2780818561d5986199607ea37fe4"	"dde9b2fb0353bc60fcbd6bc2998b6e9e98bfb59409f59fc606a6acef4039b6f1"	"1955afd3c66c0adbb8a6d8a73e9aebd2eba41ecfe9640ab5d612713cf6f6b8ab"	"936b7a8579a900caeb1e7ece74ebaa019b3d4492e86a3107756dc8a049fb4588"
